genero,nome,data_nascimento,gasto_total_gab,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab,gasto_total_par,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,presenca_plenario,ausencia_plenario,ausencia_justificada_plenario,presenca_comissao,ausencia_comissao,ausencia_justificada_comissao,salario_bruto
masculino,LUIS FELIPE BONATTO FRANCISCHINI,1991-10-02,290395.16,36420.46,40851.46,28714.76,44628.8,52025.43,41969.22,15569.99,12110.34,3776.09,14128.61,200.0,,1107177.8900000001,111598.86,111598.86,111598.86,111598.86,111598.86,111598.86,111598.86,110754.73,107237.53,107993.61,,,86,6,4,26,40,39,33763.0
masculino,FELIX DE ALMEIDA MENDONÇA JÚNIOR,1963-11-29,324962.29,30256.2,36235.51,35264.16,42584.56,50388.49,23719.29,43121.12,20178.34,14497.37,26697.48,2019.77,,1093456.69,111574.69,111574.69,111574.69,111574.69,111574.69,99983.33,107556.02,108772.32,109170.84,110100.73,,,86,6,0,30,24,16,33763.0
masculino,FELIPE RIGONI LOPES,1991-06-13,314203.44999999995,41526.2,38040.74,37743.41,40781.58,54439.33,34092.96,18297.1,23638.57,9243.23,14963.23,1437.1,,961510.1000000001,97934.05,100493.35,100959.56,100959.56,104522.55,89598.5,80482.02,93565.41,93565.41,99429.69,,,86,6,0,84,39,32,33763.0
masculino,JOSÉ CARLOS VERAS DOS SANTOS,1981-08-10,346470.48,23450.32,50658.26,61233.1,37074.81,65132.56,29707.3,34668.74,24844.59,5992.91,12474.14,1233.75,,1062773.43,102271.86,100443.89,100443.89,105043.78,108026.51,106855.41,109678.36,109831.56,109119.16,111059.01,,,89,3,0,42,41,33,33763.0
masculino,CASSIO COELHO ANDRADE,1981-09-12,307608.33,21728.53,32899.83,26323.38,50683.51,58046.3,36031.58,14449.73,9264.77,3863.84,54316.86,0.0,,1114161.17,111653.55,111594.4,111574.68,111574.68,111574.68,111574.67,110238.62,111444.93,111465.48,111465.48,,,70,22,0,36,40,25,33763.0
masculino,CARLOS ALBERTO ROLIM ZARATTINI,1959-06-08,297688.94,27151.54,32367.11,64118.33,25278.01,55777.06,28292.59,25051.27,14054.68,10433.06,13858.47,1306.82,,1115444.2000000002,111544.42,111544.42,111544.42,111544.42,111544.42,111544.42,111544.42,111544.42,111544.42,111544.42,,,86,6,4,20,20,19,33763.0
masculino,CELIO ANTONIO DA SILVEIRA,1959-09-19,249268.07000000004,18102.06,29238.3,30935.93,27982.39,31959.23,18044.17,17332.28,17806.01,16854.28,40969.73,43.69,,1113420.47,111671.79,111671.79,111671.79,111671.79,111671.79,110968.96,109631.33,111578.65,111441.29,111441.29,,,88,4,0,31,7,6,33763.0
masculino,CELIO STUDART BARBOSA,1987-06-19,334771.25000000006,42405.28,77088.77,34915.78,50390.81,46271.91,22564.85,25601.39,14660.4,4343.55,16378.51,150.0,,1098247.56,111276.5,111198.61,111550.82,111653.55,111653.55,107237.22,111313.87,108312.84,107025.3,107025.3,,,80,12,9,16,19,16,33763.0
masculino,CELSO MALDANER,1953-08-30,369913.72,24680.2,30121.77,43359.15,32327.41,41007.63,27013.34,28086.87,25892.83,22602.17,51620.99,43201.36,,1104561.4,111010.67,111140.65,111370.11,108394.27,109190.92,109485.71,110743.36,111470.49,111162.32,110592.9,,,82,10,5,22,3,1,33763.0
masculino,CELSO UBIRAJARA RUSSOMANNO,1956-08-20,173626.18999999997,5918.88,28583.18,23440.72,32244.15,24383.53,25438.32,19954.21,5651.37,1220.62,6791.21,0.0,,1026873.67,96961.81,98308.99,100425.4,103329.11,103522.12,104152.03,107493.07,105272.98,103828.92,103579.24,,,89,3,1,30,8,3,33763.0
masculino,CELSO SABINO DE OLIVEIRA,1978-08-29,350349.08999999997,35687.11,41271.47,41719.51,35533.17,53029.49,42929.38,37781.33,16249.92,14266.05,31829.16,52.5,,1084859.43,111111.11,111280.24,111379.14,110872.2,109110.72,108438.6,109562.14,105568.87,103896.09,103640.32,,,77,15,9,28,17,13,33763.0
masculino,CHARLES FERNANDES SILVEIRA SANTANA,1965-03-15,323383.76,24256.26,47976.68,50658.86,46560.45,48292.35,27745.84,27027.0,19586.71,19284.11,10381.44,1614.06,,1112836.72,111439.65,111389.19,111507.9,111507.88,110522.28,111149.99,111433.52,111507.87,111507.87,110870.57,,,90,2,1,35,6,6,33763.0
masculino,ANTONIO CEZAR CORREIA FREIRE,1973-12-12,325836.30999999994,37003.29,36167.38,38256.8,50290.01,47505.37,20781.53,34316.1,29210.0,16683.05,14273.67,1349.11,,1112642.5399999998,111383.97,110930.03,111423.09,111423.09,111169.89,111423.09,110326.94,111485.72,111538.36,111538.36,,,85,7,7,38,39,39,33763.0
masculino,CHARLLES THOMACELLI EVANGELISTA,1984-12-27,272031.91,22449.08,36430.49,47122.47,36668.39,49948.09,24701.1,21331.84,25587.97,1432.93,6359.55,0.0,,1059386.34,102330.37,102010.39,103658.78,105928.21,106859.77,104041.72,106811.02,110258.36,110258.36,107229.36,,,88,4,0,27,9,4,33763.0
masculino,FRANCISCO JOSÉ D'ANGELO PINTO,1953-02-11,284234.88999999996,31896.36,27273.29,30877.95,43620.43,41207.47,32636.24,30772.24,20679.4,17903.83,6817.68,550.0,,1113229.62,111574.71,111574.71,110060.41,111423.07,111423.07,111423.07,111423.07,111423.07,111423.07,111481.37,,,83,9,6,31,36,34,33763.0
masculino,CHRISTINO AUREO DA SILVA,1962-04-26,364350.26000000007,35707.47,43836.64,42917.16,48167.17,53926.39,32622.07,26143.21,21788.64,18368.8,40258.88,613.83,,1111010.04,111412.57,111647.36,107066.29,111310.13,111604.92,111604.92,111604.92,111604.92,111585.5,111568.51,,,87,5,0,22,14,7,33763.0
masculino,JOÃO FRANCISCO INÁCIO BRAZÃO,1962-02-22,291545.15,5628.16,25886.77,61019.13,45809.13,49940.05,27195.38,11919.52,9234.91,18890.85,36021.25,0.0,,1114045.5899999996,111623.18,110117.12,110943.03,111623.18,111623.18,111623.18,111623.18,111623.18,111623.18,111623.18,,,84,8,8,50,4,4,33763.0
masculino,CLÁUDIO CAJADO SAMPAIO,1963-12-01,319967.49999999994,25338.77,40167.84,53444.52,42649.6,27640.24,33006.34,28893.21,31157.71,9849.66,27619.61,200.0,,1102608.0,111538.31,107663.1,107365.01,108851.14,111611.11,111611.11,111611.11,111611.11,111611.11,109134.89,,,81,11,1,24,3,1,33763.0
masculino,LUIZ ARMANDO SCHROEDER REIS,1957-06-23,243119.71999999994,12148.5,26826.54,33216.85,48925.26,49749.39,25127.17,20027.71,10975.22,4534.03,9709.47,1879.58,,1092037.31,101236.1,103071.39,111201.67,110216.08,110773.16,111095.62,111269.37,111508.09,111508.09,110157.74,,,84,8,4,40,1,1,33763.0
masculino,CLEBER VERDE CORDEIRO MENDES,1972-05-10,300663.95999999996,14582.42,18944.35,47074.36,45118.81,99276.9,13222.16,16834.74,8782.05,4751.79,32076.38,0.0,,1091392.6300000001,110588.35,105407.76,109632.33,97860.55,111342.09,111580.81,111580.81,111580.81,111580.81,110238.31,,,91,1,0,15,19,19,33763.0
masculino,JOÃO CHRISÓSTOMO DE MOURA,1959-06-23,368241.44,43569.56,50409.86,41654.5,41798.47,49488.53,35493.95,36213.06,25552.93,16022.94,27543.32,494.32,,1064563.22,107323.44,106208.72,102467.86,107196.5,98159.34,108000.77,107946.98,108363.78,109587.98,109307.85,,,89,3,3,68,35,35,33763.0
masculino,MARCIO TADEU ANHAIA DE LEMOS,1965-09-30,332916.6400000001,37359.64,45903.08,33260.17,32063.81,48565.66,27237.62,25482.15,17392.78,17775.38,28430.4,19445.95,,1088567.27,111127.47,109317.63,107351.0,101360.55,110345.01,108448.48,106340.0,111358.01,111459.56,111459.56,,,88,4,4,61,14,14,33763.0
masculino,LUIS ANTONIO FRANCISCATTO COVATTI,1987-07-25,354596.62000000005,39901.49,64904.76,45888.49,45547.51,61494.69,34354.07,35673.58,7646.43,612.0,17873.82,699.78,,1087781.16,110922.09,111617.12,107422.09,109771.87,110840.89,108844.64,97398.86,110212.41,110288.12,110463.07,,,89,3,3,33,13,12,33763.0
masculino,JOSIAS MARIO DA VITORIA,1971-06-02,344528.51000000007,39721.75,61373.19,36361.78,48373.97,37143.23,27515.03,30632.01,27567.15,23415.71,10098.49,2326.2,,1103849.8,109916.03,109232.89,110340.24,110968.15,110968.15,110968.15,111559.84,110395.01,111192.57,108308.77,,,89,3,3,0,0,0,33763.0
masculino,DAGOBERTO NOGUEIRA FILHO,1955-07-21,392765.26,33968.57,43913.03,47315.35,46082.3,39158.72,43879.61,41129.03,39057.91,33635.67,24585.9,39.17,,1111346.73,111166.05,111277.6,111277.6,111277.6,111277.6,111277.6,110863.55,110859.05,110859.05,111211.03,,,80,12,0,4,0,0,33763.0
masculino,CRISTIANO DUTRA VALE,1970-04-10,339850.12999999995,20452.98,49639.93,30338.48,43108.68,49829.99,38126.87,26721.78,30470.89,32141.42,18563.85,455.26,,1053658.38,110040.22,103847.89,110040.22,105919.51,103859.15,98892.22,97650.62,104977.0,107755.43,110676.12,,,80,12,0,25,8,3,33763.0
masculino,DAMIÃO FELICIANO DA SILVA,1952-04-28,299356.24000000005,33696.89,30513.3,45137.92,53251.62,39985.25,21830.0,19723.61,12971.79,10939.09,30722.02,584.75,,1061513.65,111054.03,106603.56,94753.6,91868.67,107855.77,111429.12,111429.12,109759.06,107977.67,108783.05,,,81,11,1,29,31,24,33763.0
masculino,GLAUSKSTON BATISTA RIOS,1973-12-22,242210.77,10991.8,11824.0,26296.76,43887.86,121027.92,6316.73,6012.78,307.54,1.58,15543.8,0.0,,1092158.1400000001,111277.44,110313.37,111653.47,111653.47,111653.47,111548.53,99804.96,101249.81,111501.81,111501.81,,,73,19,8,10,4,0,33763.0
masculino,GLAUBER DE MEDEIROS BRAGA,1982-06-26,249152.28000000003,17256.11,31524.84,46990.34,41104.72,43161.14,26199.0,21782.77,8772.04,3355.87,9005.45,0.0,,1083239.39,111635.78,111635.78,111635.78,100164.04,106112.74,110185.24,108335.96,106862.15,108335.96,108335.96,,,88,4,1,46,19,16,33763.0
masculino,GUILHERME MUSSI FERREIRA,1982-10-14,167339.76,13411.67,40786.13,29938.94,21082.66,27120.16,3643.94,8274.08,7555.1,5000.2,10287.16,239.72,,1113779.92,111423.08,111370.21,110695.37,111335.52,111363.58,111326.61,111432.25,111611.1,111611.1,111611.1,,,55,37,22,0,3,1,33763.0
masculino,JOSÉ GUILHERME NEGRÃO PEIXOTO,1961-11-13,258696.75,20164.29,32606.94,20921.67,27096.29,44132.42,31276.49,28081.91,26381.12,12089.61,14392.38,1553.63,,1064377.6300000001,108657.03,110067.97,109025.07,109756.34,109965.86,101721.15,95424.72,107166.92,106267.03,106325.54,,,92,0,0,20,12,12,33763.0
masculino,LUIZ GONZAGA PATRIOTA,1946-04-26,380155.20999999996,23321.92,41059.43,47372.68,37071.52,47392.53,33365.05,14810.82,24895.76,15356.6,28298.48,67210.42,,1115718.0099999998,111537.98,111533.39,111580.83,111580.83,111580.83,111580.83,111580.83,111580.83,111580.83,111580.83,,,80,12,6,28,32,25,33763.0
masculino,JOÃO CARLOS SOARES GURGEL,1980-12-02,304315.98999999993,30854.01,50602.99,53138.7,41056.98,41300.2,29009.3,16063.62,23894.73,4534.47,13654.2,206.79,,1043331.1799999999,108173.01,94076.65,98798.22,97414.57,105810.92,106438.09,111465.45,110479.86,110137.04,100537.37,,,91,1,1,45,9,9,33763.0
masculino,GUSTAVO BONATO FRUET,1963-04-18,374089.7099999999,51898.88,69808.76,56026.78,68837.63,47334.53,23097.35,16604.91,8174.92,2810.21,29123.81,371.93,,1063279.34,105805.1,106054.78,106054.78,106054.78,106054.78,106019.19,103701.22,103701.22,108481.1,111352.39,,,91,1,0,26,1,1,33763.0
masculino,HEITOR JOSE SCHUCH,1962-03-25,321812.45,17534.05,27229.69,43226.49,47628.1,71235.9,26290.08,28128.15,20506.74,19998.13,18646.87,1388.25,,1079158.2000000002,107595.6,107595.6,107595.6,110706.76,111653.64,111528.48,108951.61,106686.31,103422.3,103422.3,,,78,14,2,27,8,4,33763.0
masculino,LUIZ AUGUSTO CARVALHO RIBEIRO FILHO,1982-02-16,356515.99,7595.71,72060.11,19440.13,61050.02,53501.99,62592.98,9368.45,5296.21,4189.16,61421.23,0.0,,1116716.1,111671.61,111671.61,111671.61,111671.61,111671.61,111671.61,111671.61,111671.61,111671.61,111671.61,,,76,16,6,9,20,17,33763.0
masculino,HEITOR RODRIGO PEREIRA FREIRE,1981-10-08,438893.05999999994,44459.28,22147.14,58578.83,44388.99,47573.98,24699.86,52243.35,24034.75,32084.1,78682.78,10000.0,,1106657.5,111447.23,110953.3,110359.5,110475.29,111481.1,109817.62,111314.25,111150.06,110377.84,109281.31,,,79,13,0,21,50,30,33763.0
masculino,HAROLDO ALVES CAMPOS,1953-05-11,206440.6,36917.58,38592.67,38415.39,17064.17,17838.49,26371.35,30980.95,260.0,,,,,1101382.4700000002,110733.36,111538.36,111538.36,111538.36,111538.36,106037.07,108248.33,108152.26,111475.89,110582.12,,,37,4,4,0,0,0,33763.0
masculino,HELDER IGNACIO SALOMAO,1964-03-08,288776.51,22858.7,46569.54,43715.68,35739.34,39193.71,25804.13,25901.62,20309.17,15007.85,13093.49,583.28,,1100336.27,108620.67,108620.67,108620.67,108620.67,108620.67,111370.72,111465.55,111465.55,111465.55,111465.55,,,88,4,1,35,20,11,33763.0
masculino,GUTEMBERG REIS DE OLIVEIRA,1979-09-09,333354.79000000004,31811.03,37058.19,39957.54,35397.82,39003.29,35548.76,35184.9,23289.89,18535.79,35373.06,2194.52,,1113305.5,111586.82,111586.82,110729.78,110789.77,111586.82,111146.85,111458.26,111246.74,111586.82,111586.82,,,80,12,12,28,19,19,33763.0
masculino,HERCÍLIO ARAÚJO DINIZ FILHO,1963-09-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,827780.45,59693.74,59290.57,59989.38,63388.82,84017.68,96088.28,107430.8,108274.93,108274.93,81331.32,,,55,37,8,11,23,2,33763.0
masculino,HENRIQUE FONTANA JÚNIOR,1960-01-18,243460.56000000003,15878.57,12589.61,38772.48,30692.56,39615.05,29232.23,31433.45,19791.3,9180.71,16274.6,0.0,,1085460.81,111204.73,110084.73,107446.09,105775.84,105862.69,107355.35,110206.59,105283.68,110660.36,111580.75,,,87,5,2,10,10,8,33763.0
masculino,HELIO FERNANDO BARBOSA LOPES,1969-03-28,333128.93,26662.7,20129.73,23968.89,15959.57,126009.87,40424.07,19559.06,19728.52,21207.48,18877.17,601.87,,1080153.53,100983.71,100983.71,105907.19,107619.71,109879.71,110955.9,110955.9,110955.9,110955.9,110955.9,,,85,7,5,11,21,19,33763.0
masculino,HÉLIO FRANCISCO DA COSTA,1954-03-03,365514.32,30626.82,25895.84,42089.22,59253.62,53304.15,42968.62,28285.02,47223.51,18135.05,13981.26,3751.21,,1077630.46,108966.57,108966.57,105181.11,107906.65,111392.87,111392.87,111392.87,110279.5,111392.87,90758.58,,,86,6,0,41,15,11,33763.0
masculino,HELIO LEITE DA SILVA,1957-12-09,345255.89,38353.51,33114.24,50848.23,40083.76,82360.81,17710.54,18649.82,15787.41,9334.72,38622.84,390.01,,1115311.38,111538.26,111538.26,111538.26,111538.26,111538.26,111538.26,111538.26,111538.26,111538.26,111467.04,,,86,6,3,26,39,39,33763.0
masculino,HERMES PARCIANELLO,1958-04-25,323233.62999999995,23550.01,91180.85,21686.73,22782.96,98142.11,27564.61,19639.11,9399.11,6442.33,2845.81,0.0,,1105379.7200000002,111531.28,111653.59,111465.33,111601.6,110761.67,111617.19,108353.75,111617.15,110465.86,106312.3,,,76,16,11,0,24,24,33763.0
masculino,HERCULANO CASTILHO PASSOS JUNIOR,1956-08-04,365289.60000000003,64568.22,41807.38,37578.21,27556.28,42217.44,32275.57,29438.11,26350.96,36350.3,26507.24,639.89,,1064843.6400000001,111004.62,107856.45,107856.45,110100.81,104656.25,104938.8,100880.76,102189.81,104938.8,110420.89,,,87,5,2,38,12,4,33763.0
masculino,HILDO AUGUSTO DA ROCHA NETO,1960-04-22,330754.1599999999,37771.29,41668.52,63474.79,41172.58,35711.78,37398.45,27224.54,14043.48,2003.75,29767.5,517.48,,1010908.87,111592.93,111592.93,111065.2,111592.93,111592.93,107958.49,84561.7,86983.92,86983.92,86983.92,,,88,4,1,47,13,12,33763.0
masculino,HIRAN MANUEL GONCALVES DA SILVA,1957-06-19,375045.20999999996,34740.26,45379.55,50365.66,68428.93,60380.39,35706.97,31871.73,12574.08,14926.1,20671.54,0.0,,1028036.37,81241.74,91423.62,101326.8,102815.66,102432.93,106282.44,110906.64,111574.66,111574.66,108457.22,,,77,15,11,27,21,18,33763.0
masculino,HUGO MOTTA WANDERLEY DA NÓBREGA,1989-09-11,304004.53,42647.3,52115.97,50321.06,50233.24,33832.88,19843.09,21744.93,18363.15,3236.29,10960.3,706.32,,1116001.7000000002,111572.21,111586.88,111586.88,111586.88,111552.45,111623.28,111623.28,111623.28,111623.28,111623.28,,,78,14,5,0,24,18,33763.0
masculino,HUGO LEAL MELO DA SILVA,1962-08-06,267274.33999999997,40671.93,32691.99,34664.43,37481.29,39390.8,39996.77,11917.66,7954.59,11414.08,10676.95,413.85,,966873.0500000002,101280.05,101256.77,102301.08,103730.03,106151.93,99244.75,96057.39,87682.43,83827.22,85341.4,,,83,9,7,70,32,31,33763.0
masculino,LUIZ BENES LEOCADIO DE ARAUJO,1966-04-22,352784.66,32697.33,37181.8,51640.86,47232.83,43851.34,39594.2,33482.93,21709.18,17997.68,27006.51,390.0,,1070001.7399999998,110203.77,110203.77,106658.99,104203.11,106527.95,105841.47,105921.33,105964.18,107249.74,107227.43,,,88,4,1,35,8,6,33763.0
masculino,JOSÉ ROBERTO OLIVEIRA FARO,1969-06-20,348358.45,50640.64,51528.8,53130.42,38245.47,56264.93,15343.49,16815.59,14152.72,12879.36,11197.03,28160.0,,1107132.5999999999,111210.84,110666.21,109899.05,111210.84,111210.84,110568.67,110434.02,111210.84,111210.84,109510.45,,,82,10,10,5,17,17,33763.0
masculino,HUMBERTO REZENDE PEREIRA,1977-11-14,317620.57,31302.38,37733.45,46071.17,46424.41,43050.57,37786.28,29839.31,16128.37,5877.55,23407.08,0.0,,1114088.4100000001,111514.04,111586.8,110868.87,111514.0,111457.65,111586.78,110672.43,111629.28,111629.28,111629.28,,,87,5,3,29,45,42,33763.0
masculino,CARLOS ALBERTO DE SOUSA ROSADO SEGUNDO,1982-02-01,417583.23,38508.13,49871.28,49026.92,51520.3,44584.4,32245.6,35040.79,36239.48,26275.26,54271.07,0.0,,1114457.24,111436.53,111580.74,111495.03,111145.61,111498.95,111507.99,111507.99,111485.68,111392.71,111406.01,,,77,15,2,18,16,7,33763.0
masculino,OLAVO BILAC PINTO NETO,1963-06-08,366957.2799999999,38107.55,39391.23,36766.95,36370.18,36320.33,35989.93,35978.06,36058.35,36004.29,35970.41,0.0,,1114014.41,111532.26,111532.26,111532.26,111532.26,111532.26,110224.07,111532.26,111532.26,111532.26,111532.26,,,80,12,7,54,10,7,33763.0
masculino,ALCIBIO MESQUITA BIBO NUNES,1957-01-09,442619.00000000006,36377.5,114136.35,111815.04,46216.96,43243.88,31393.94,31363.41,21004.27,5421.62,1646.03,0.0,,978080.6100000001,107838.27,106661.35,107626.01,107100.08,108678.71,110863.76,102938.79,80792.43,71989.13,73592.08,,,90,2,0,33,23,21,33763.0
masculino,UBIRAJARA DO PINDARÉ ALMEIDA SOUSA,1968-11-01,395081.20999999996,20679.85,23825.08,34402.73,76284.21,96746.0,27251.8,28044.88,18372.93,31746.67,37651.58,75.48,,1115746.5,111574.65,111574.65,111574.65,111574.65,111574.65,111574.65,111574.65,111574.65,111574.65,111574.65,,,82,10,0,21,36,26,33763.0
masculino,ELVINO JOSÉ BOHN GASS,1962-02-05,362192.5900000001,30693.35,43896.78,51772.61,63215.02,45029.72,40093.42,35113.72,22679.14,13260.28,15328.65,1109.9,,1113456.25,111641.36,111557.99,111508.13,111641.38,111641.38,110811.4,111604.98,111604.98,111604.98,109839.67,,,90,2,0,24,15,15,33763.0
masculino,JOÃO BOSCO DA COSTA,1950-09-28,381415.20999999996,31663.79,50001.03,50347.54,42678.14,42852.09,50270.89,42871.55,39751.16,27086.09,3892.93,0.0,,1096871.16,109107.22,111544.51,111544.51,111544.51,111544.51,111544.51,111544.51,106200.33,104641.61,107654.94,,,88,4,2,37,9,9,33763.0
masculino,JOÃO BOSCO GOMES SARAIVA,1959-10-10,442571.13,36572.34,70842.66,44263.27,65965.82,34723.62,32000.51,62345.58,33068.34,15213.66,45530.25,2045.08,,1112738.23,111611.12,111611.12,109394.55,111611.12,111611.12,111393.56,111146.01,111574.73,111574.73,111210.17,,,71,21,18,16,10,9,33763.0
masculino,NICOLINO BOZZELLA JUNIOR,1980-08-17,331580.49,31567.57,39636.09,43735.1,36718.08,40304.87,30143.9,40029.84,26482.22,25062.37,16682.72,1217.73,,1108661.55,111623.09,111642.57,107512.59,110707.93,111134.28,111357.59,110509.9,111392.57,111392.57,111388.46,,,83,9,1,42,14,9,33763.0
masculino,CARLOS FELIPE VAZQUEZ DE SOUZA LEÃO,1979-11-03,370012.26,30097.59,41252.22,49713.11,49721.69,45749.21,41212.41,38074.0,37034.37,15768.01,21168.63,221.02,,1084232.3399999999,107850.28,108483.94,109030.38,109215.09,109215.09,107121.98,105670.31,109215.09,109215.09,109215.09,,,71,21,16,12,17,14,33763.0
masculino,CARLOS CAMILO GÓES CAPIBERIBE,1972-05-23,340932.1099999999,57270.81,54545.96,40139.58,50674.76,29912.43,32899.67,36174.05,9998.8,8076.55,21239.5,0.0,,1098429.1600000001,111508.06,111508.06,111508.06,111508.06,110034.25,109670.3,105908.91,110137.58,107941.38,108704.5,,,89,3,0,67,25,20,33763.0
masculino,ALBERTO BARROS CAVALCANTE NETO,1982-05-05,268303.1,10761.97,32144.12,50784.42,59974.73,36167.69,18635.29,18846.91,9376.93,3645.06,27765.98,200.0,,1108460.75,111524.06,108183.95,109814.87,109505.49,111520.15,111370.71,111635.38,111635.38,111635.38,111635.38,,,88,4,2,66,4,3,33763.0
masculino,JOSE AUGUSTO ROSA,1966-10-04,303764.68,32590.99,32708.93,42982.94,38181.18,46093.18,19473.47,21678.43,15614.72,14321.17,37541.05,2578.62,,1109989.13,111659.59,110586.8,107796.83,111659.59,111659.59,111659.59,110759.7,110888.26,111659.59,111659.59,,,85,7,4,29,41,39,33763.0
masculino,GUILHERME MURARO DERRITE,1984-10-10,318929.76999999996,33369.05,48294.13,42375.69,37535.61,31336.58,34084.37,31084.94,27610.7,13353.72,19884.98,0.0,,1087142.6899999997,111429.18,111429.18,111078.93,111198.68,111198.68,111198.68,104902.34,104902.34,104902.34,104902.34,,,90,2,2,21,0,0,33763.0
masculino,FABIO ABREU COSTA,1972-12-31,415287.32999999996,27176.43,43044.36,37886.06,54828.28,65451.97,38676.13,33219.21,38283.53,44917.64,30801.48,1002.24,,1112307.7,111501.54,111425.25,109950.47,110995.45,111125.87,111505.0,111580.82,111580.83,111580.83,111061.64,,,90,2,1,56,9,9,33763.0
masculino,WAGNER SOUSA GOMES,1979-01-21,226591.13999999998,55521.07,32236.66,11029.18,12950.64,18376.97,6416.85,14045.83,76013.94,,,,,1112741.02,110473.5,110107.68,111586.87,111652.64,111665.79,110952.4,111665.74,111665.74,111665.74,111304.92,,,31,2,2,0,1,1,33763.0
masculino,CARLOS GOMES BEZERRA,1941-11-04,192492.79,17099.28,55229.53,0.0,2047.03,848.36,647.0,59074.08,57547.51,,,,,1115384.57,111611.13,111611.13,111611.13,111611.13,111611.13,111611.13,110884.4,111611.13,111611.13,111611.13,,,29,0,0,0,0,0,33763.0
masculino,CARLOS ALBERTO CHIODINI,1982-03-08,264102.62000000005,21142.87,33080.35,34458.92,35659.6,28696.29,31410.11,38827.88,16920.33,11149.03,11990.98,766.26,,1088228.6600000001,110052.14,109597.2,107219.44,108994.73,109943.02,110230.95,107098.15,107098.15,107098.15,110896.73,,,85,7,3,25,14,8,33763.0
masculino,ANTONIO CARLOS GOMES DA SILVA,1972-06-13,273109.72,18748.87,25578.63,34691.71,31224.22,55517.35,34811.05,23121.54,21226.21,9739.25,16929.54,1521.35,,1012698.46,92948.89,99271.45,96032.28,98637.08,102490.61,102621.52,102621.52,104715.99,106679.56,106679.56,,,92,0,0,21,6,4,33763.0
masculino,CARLOS HENRIQUE AMORIM,1961-04-21,379726.43,38480.4,54727.25,51686.19,49827.56,38169.71,34594.12,36583.75,31857.0,13993.12,27863.38,1943.95,,1014767.7100000001,107089.41,100838.78,96663.69,98112.79,100925.82,94627.79,96910.28,103302.09,107870.51,108426.55,,,79,13,12,33,25,24,33763.0
masculino,JOSE MARIO SCHREINER,1961-02-08,323143.92000000004,32378.68,34131.0,35150.44,34335.14,33895.08,34419.78,30802.48,30264.95,28822.57,28943.8,0.0,,1066482.06,109957.51,110458.63,111653.6,110841.99,107595.56,106178.18,102628.43,103537.52,103537.52,100093.12,,,90,2,1,23,19,18,33763.0
masculino,Carlos Roberto Coelho de Mattos Júnior,1982-02-08,200049.25000000003,17012.14,21954.01,27544.0,16413.28,29052.38,31940.35,20649.2,10845.1,8771.04,14632.54,1235.21,,1079427.9200000002,107840.49,111522.26,105827.62,98809.78,110447.03,111102.14,104135.41,108845.03,110375.04,110523.12,,,84,8,5,10,0,0,33763.0
masculino,JOSÉ NELTO LAGARES DAS MERCEZ,1960-09-19,359343.92,18842.7,31027.78,65930.97,33393.0,58347.09,9066.4,44447.74,45204.58,52635.69,447.97,0.0,,1109765.5899999999,111520.25,111520.25,111520.25,111520.25,111520.25,109841.23,111520.25,111134.58,111411.47,108256.81,,,76,16,7,11,33,27,33763.0
masculino,JOSÉ NOBRE GUIMARÃES,1957-02-13,333700.79000000004,35580.92,49264.7,53330.78,44056.16,39099.98,40522.75,38743.31,5167.09,5484.15,22450.95,0.0,,1109829.63,111580.82,111580.82,106516.85,111349.5,111617.2,111617.2,110824.75,111580.83,111580.83,111580.83,,,87,5,0,30,7,6,33763.0
masculino,JOSÉ NUNES SOARES,1950-12-18,154388.83999999997,51304.13,44699.63,41468.03,14382.59,0.0,2534.46,,,,,,,435131.91,111665.59,111589.78,111513.97,100362.57,0.0,0.0,0.0,0.0,0.0,0.0,,,37,0,0,0,0,0,33763.0
masculino,CARLOS HENRIQUE FOCESI SAMPAIO,1963-03-31,317099.5,25615.74,56684.49,51456.2,45438.4,42806.53,22600.9,21181.85,14951.58,15364.01,20999.8,0.0,,1059385.24,103852.96,107767.17,108820.89,108820.89,108689.99,104762.85,103243.66,104762.85,104762.85,103901.13,,,87,5,4,14,5,5,33763.0
masculino,JOSE ANTONIO DOS SANTOS MEDEIROS,1970-03-19,426112.56999999995,41612.96,57092.54,53792.4,51560.09,69600.74,44189.19,32055.2,28733.6,28925.42,18420.03,130.4,,1086660.28,111465.46,107407.42,107407.42,109785.43,97298.23,106682.36,111653.49,111653.49,111653.49,111653.49,,,91,1,0,13,12,12,33763.0
masculino,JOSÉ RICARDO WENDLING,1964-06-23,382583.27,47539.51,48226.11,44947.97,40154.45,56607.85,45635.99,32568.83,18088.42,9458.98,36000.03,3355.13,,1116596.6,111659.66,111659.66,111659.66,111659.66,111659.66,111659.66,111659.66,111659.66,111659.66,111659.66,,,87,5,1,52,3,2,33763.0
