genero,nome,data_nascimento,gasto_total_gab,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab,gasto_total_par,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,presenca_plenario,ausencia_plenario,ausencia_justificada_plenario,presenca_comissao,ausencia_comissao,ausencia_justificada_comissao,salario_bruto
masculino,LUIZ PHILIPPE DE ORLEANS BRAGANÇA,1969-04-03,237438.19999999998,19234.16,41336.91,21511.75,44161.2,47173.05,7449.77,24167.48,10538.27,769.81,21095.8,0.0,,836796.4400000001,80014.24,80014.24,78351.82,77614.0,88736.9,88736.9,87317.09,86046.97,84982.14,84982.14,,,83,9,9,26,7,7,33763.0
masculino,LUIZ CARLOS MOTTA,1959-04-24,205688.55,14042.14,18661.32,27321.3,27399.17,56728.5,17013.5,17082.53,5413.05,9042.24,12724.51,260.29,,1105537.7899999998,111398.85,111398.85,111398.85,111398.85,111398.85,111354.57,110070.44,110070.44,110070.44,106977.65,,,84,8,8,25,25,25,33763.0
masculino,OTTO ROBERTO MENDONÇA DE ALENCAR FILHO,1977-07-07,330138.13,28191.31,32661.13,41179.54,35834.47,40153.83,38194.37,35104.11,30226.34,27484.62,19263.73,1844.68,,1110778.2000000004,111077.82,111077.82,111077.82,111077.82,111077.82,111077.82,111077.82,111077.82,111077.82,111077.82,,,85,7,0,38,8,5,33763.0
masculino,MARCEL VAN HATTEM,1985-11-08,99403.16,8123.69,12211.18,14110.85,12804.33,14137.18,10989.52,6481.38,8305.85,1594.95,9969.54,674.69,,729302.9299999999,59210.65,74561.08,77565.06,86027.94,88136.42,88475.3,88365.7,66535.02,50212.88,50212.88,,,92,0,0,73,17,4,33763.0
masculino,MARCELO GUILHERME DE ARO FERREIRA,1987-06-12,331256.69,26986.31,36645.34,47099.34,36707.5,41663.07,44619.68,30286.71,26697.75,23922.88,14890.89,1737.22,,1080767.01,106502.04,111068.56,111653.48,104573.06,103998.48,103998.48,108171.78,109020.22,111580.78,110200.13,,,84,8,5,10,49,47,33763.0
masculino,MARCELO HENRIQUE TEIXEIRA DIAS,1974-02-16,302309.79,30085.79,36472.63,48468.84,34529.84,42150.69,25388.43,21373.22,20519.82,20596.13,22114.84,609.56,,1104089.09,110549.48,110549.48,110549.48,110549.48,110453.99,109913.41,111574.63,110366.56,109791.29,109791.29,,,82,10,10,12,5,5,33763.0
masculino,MARCELO PIRES MORAES,1979-08-07,221446.17,15903.33,44958.34,24488.41,24420.07,33677.36,32417.15,26539.86,4190.21,4950.67,9900.77,0.0,,1090745.0699999998,108976.88,107192.46,110469.44,111026.25,109177.45,111653.48,111653.48,111653.48,105897.43,103044.72,,,87,5,2,16,19,16,33763.0
masculino,MARCELO CALERO FARIA GARCIA,1982-07-07,194810.31,1.1,0.0,29402.3,28404.63,33524.41,20206.58,29621.93,26800.12,25672.41,1176.83,,,534667.1799999999,0.0,23880.29,3594.88,49213.63,59918.95,67197.14,73698.14,80943.09,86692.72,89528.34,,,65,5,0,52,30,23,33763.0
masculino,MARCELO RIBEIRO FREIXO,1967-04-12,229992.13,25371.5,37740.75,19009.57,39407.4,37663.26,20187.89,24073.45,6438.59,3826.9,16272.82,0.0,,1068647.0699999998,109763.04,108881.53,107855.63,110816.54,106834.03,107170.93,111113.71,105198.94,100500.32,100512.4,,,87,5,5,4,14,14,33763.0
masculino,JOSÉ MARCELO DO NASCIMENTO NILO,1955-04-26,368635.59,61106.1,34937.85,36268.18,40958.43,35389.33,43742.38,26510.69,33743.64,26004.96,25512.62,4461.41,,1116172.5,111617.25,111617.25,111617.25,111617.25,111617.25,111617.25,111617.25,111617.25,111617.25,111617.25,,,80,12,6,13,2,0,33763.0
masculino,VITOR HUGO DE ARAUJO ALMEIDA,1977-05-31,248371.66,16432.6,26263.43,32192.06,24370.73,53974.9,20455.63,20521.9,18883.41,19878.69,14201.72,1196.59,,1069836.6199999999,107407.57,103693.97,109197.36,107703.17,109899.43,101572.63,102809.45,106773.19,109126.21,111653.64,,,87,5,0,3,0,0,33763.0
masculino,PEDRO OLIVEIRA CUNHA LIMA,1988-08-15,54842.81,15105.4,6552.71,19551.73,4675.93,7482.04,744.31,730.69,0.0,,,,,1049837.65,102779.29,102779.29,103224.64,109682.19,109459.52,109682.19,103892.66,102779.29,102779.29,102779.29,,,39,4,4,0,1,1,33763.0
masculino,MÁRCIO JERRY SARAIVA BARROSO,1966-11-14,168049.18000000002,20971.05,47522.26,31931.29,25964.48,19440.27,14973.54,6427.26,819.03,,,,,708518.79,0.0,0.0,0.0,71249.98,96777.84,101748.27,109177.73,108910.83,109376.66,111277.48,,,63,5,3,21,14,14,33763.0
masculino,MARCIO DELLA VALLE BIOLCHI,1979-05-23,328745.98000000004,29839.52,27502.09,37568.05,60835.16,62647.47,28392.17,39477.13,22006.65,9774.7,9645.25,1057.79,,1082337.06,111398.83,111398.83,111313.13,110867.47,111082.43,107055.29,104805.27,104805.27,104805.27,104805.27,,,82,10,2,1,7,7,33763.0
masculino,MÁRCIO DA SILVEIRA LABRE,1974-02-27,259184.89,31765.87,30612.66,44672.56,38731.34,39322.53,28005.0,17658.24,14921.61,10479.54,2959.53,56.01,,1113154.94,110430.7,111602.13,111624.11,110842.85,111612.93,111659.5,111035.13,111271.52,111646.42,111429.65,,,88,4,2,40,15,15,33763.0
masculino,PEDRO AUGUSTO PALARETI,1963-05-08,367916.48000000004,45002.25,41793.92,40476.1,35738.01,40011.13,27595.55,37061.8,25670.21,26876.43,47691.08,0.0,,1099514.65,111303.15,110591.43,108880.91,110241.85,108844.1,110633.34,111623.25,108056.54,110241.43,109098.65,,,58,34,4,0,0,0,33763.0
masculino,MARCIO LUIZ ALVINO DE SOUZA,1969-06-14,134.51000000000002,0.65,10.41,24.07,12.54,20.48,24.95,21.49,16.96,2.96,0.0,0.0,,1064964.28,111659.72,109690.06,111659.72,110429.57,111392.82,109744.53,99030.68,98700.75,100771.53,101884.9,,,92,0,0,3,2,2,33763.0
masculino,MARCELO RAMOS RODRIGUES,1973-08-29,423392.27999999997,20242.76,39354.81,57067.23,41462.69,41579.55,62349.92,61760.73,26114.33,23392.5,49853.8,213.96,,1105239.61,111617.27,110137.0,111465.63,108808.39,109386.03,111155.67,111295.59,109732.76,110023.99,111617.28,,,82,10,2,2,7,7,33763.0
masculino,PEDRO LUCAS ANDRADE FERNANDES RIBEIRO,1979-11-01,382136.72,35356.92,46331.54,47765.23,40146.04,35975.34,30438.93,45067.84,23587.48,20171.86,43119.46,14176.08,,1113557.5899999999,111508.09,111508.09,111508.09,111508.09,109984.78,111508.09,111508.09,111508.09,111508.09,111508.09,,,81,11,1,45,20,12,33763.0
masculino,ANTÔNIO PINHEIRO NETO,1991-05-30,295320.62999999995,34997.43,48213.22,38778.05,35564.82,34383.72,26281.37,23988.24,21895.37,8254.43,22120.56,843.42,,1107362.29,111556.62,111556.62,111556.62,107672.88,108716.69,110221.78,111520.27,111520.27,111520.27,111520.27,,,91,1,0,20,5,1,33763.0
masculino,ALCIDES RIBEIRO FILHO,1953-10-25,341806.61,33108.61,33113.89,48105.19,48107.0,48112.75,33107.36,36344.43,15569.34,12097.38,31074.94,3065.72,,1107759.0199999998,111586.87,111586.87,110799.1,108381.81,111671.93,110344.32,111671.93,111029.15,110343.52,110343.52,,,85,7,7,37,24,24,33763.0
masculino,PEDRO PAULO CARVALHO TEIXEIRA,1972-06-29,251007.52,51163.43,42918.65,43675.67,42675.89,12939.06,27396.36,30238.46,0.0,,,,,484425.37,0.0,0.0,0.0,25314.28,64406.44,81028.78,68927.62,64604.46,98824.28,81319.51,,,63,5,5,15,12,12,33763.0
masculino,PEDRO TORRES BRANDÃO VILELA,1985-05-01,403054.99,31328.35,40549.36,55871.88,58384.84,42801.44,30516.96,34120.1,39606.51,35100.26,33402.57,1372.72,,1113010.42,111574.73,111574.73,111574.73,111157.4,111574.72,111423.47,110673.83,110454.25,111568.59,111433.97,,,85,7,2,43,26,21,33763.0
masculino,DARCI POMPEO DE MATTOS,1958-07-12,358380.95,41231.74,59462.92,49369.15,33109.82,73003.33,28978.11,25956.45,17821.83,16082.73,12802.87,562.0,,1111211.1400000001,111204.69,111204.69,110681.07,110983.29,111198.62,111016.67,111016.67,111100.61,111392.73,111412.1,,,89,3,1,65,54,43,33763.0
masculino,PEDRO DEBONI LUPION MELLO,1983-06-04,310649.76,6990.56,44793.64,46634.0,51461.51,41298.48,35147.53,27135.2,18926.03,17431.98,20830.83,0.0,,1109508.7100000002,111605.04,111605.04,111605.04,111605.04,105063.35,111605.04,111605.04,111605.04,111605.04,111605.04,,,80,12,3,62,7,6,33763.0
masculino,PEDRO BANDARRA WESTPHALEN,1950-12-19,381668.47,36518.28,54324.72,62114.31,50504.82,44251.67,34167.19,35224.3,25574.63,8729.07,24373.16,5886.32,,1115262.5,111526.25,111526.25,111526.25,111526.25,111526.25,111526.25,111526.25,111526.25,111526.25,111526.25,,,91,1,1,75,3,1,33763.0
masculino,PEDRO FRANCISCO UCZAI,1963-03-10,311583.4,32367.32,27996.85,29187.49,18046.24,52327.88,47932.03,39574.89,34048.81,9759.62,19368.58,973.69,,1114305.2600000002,111168.36,111574.57,111623.31,111623.31,111395.97,110426.54,111623.3,111623.3,111623.3,111623.3,,,82,10,1,48,43,31,33763.0
masculino,RAFAEL HUETE DA MOTTA,1986-08-15,258446.05000000002,22061.25,20987.07,32044.73,47323.12,38481.01,19788.15,28425.17,12569.51,12955.13,20480.35,3330.56,,1116110.6300000001,111611.09,111611.06,111611.06,111611.06,111611.06,111611.06,111611.06,111611.06,111611.06,111611.06,,,80,12,7,27,25,21,33763.0
masculino,RENILDO VASCONCELOS CALHEIROS,1959-04-20,283393.0999999999,25389.44,33981.63,32409.64,32538.33,33726.63,37650.53,30620.56,25957.77,19988.78,9601.72,1528.07,,1099568.3699999999,110852.8,110852.8,109867.21,107453.52,108361.91,110816.41,110388.48,110325.08,110325.08,110325.08,,,74,18,0,5,64,50,33763.0
masculino,RAIMUNDO MAGALHÃES COSTA,1961-03-09,385733.94,31247.01,33852.56,35730.14,54251.36,59847.83,39948.97,38881.38,37224.96,30425.51,23741.54,582.68,,1103448.3099999998,109381.85,111443.89,110344.94,107265.94,110092.7,110034.01,111291.2,110355.3,111665.71,111572.77,,,77,15,5,25,21,13,33763.0
masculino,REGINALDO LÁZARO DE OLIVEIRA LOPES,1973-04-02,284845.43000000005,22866.69,27219.1,59587.46,50048.57,49989.97,35479.55,19697.6,15557.4,2969.06,1377.71,52.32,,1095155.55,108026.25,109022.78,111193.01,111289.68,111289.68,111083.64,105108.61,107364.31,111138.02,109639.57,,,77,15,0,4,60,55,33763.0
masculino,ISRAEL MATOS BATISTA,1982-05-02,268808.04,24294.73,25264.69,33230.03,31069.74,44260.36,16543.25,15516.55,11331.89,12985.33,54311.47,0.0,,1097075.16,108657.06,109957.54,111581.39,106242.06,110968.15,108128.74,109508.43,111653.58,108724.61,111653.6,,,89,3,0,55,14,14,33763.0
masculino,RAUL JEAN LOUIS HENRY JÚNIOR,1964-06-06,294011.61,38165.25,29302.36,32016.22,39228.39,44657.47,34719.45,33058.24,17205.35,5575.16,15158.34,4925.38,,1116110.4000000001,111611.04,111611.04,111611.04,111611.04,111611.04,111611.04,111611.04,111611.04,111611.04,111611.04,,,86,6,0,36,27,21,33763.0
masculino,JOZIEL FERREIRA CARLOS,1966-04-22,337587.74,26284.98,21925.42,46651.94,55224.11,45817.36,25815.11,24873.87,32404.12,21329.86,35691.44,1569.53,,1093222.67,110786.15,110786.15,110786.15,110786.15,111298.81,110023.45,111617.14,111033.65,111084.56,95020.46,,,88,4,4,35,42,42,33763.0
masculino,RICARDO JOSÉ MAGALHÃES BARROS,1959-11-15,289209.52,31383.94,29984.02,33975.37,38325.55,31338.43,31141.41,40542.02,28929.56,8765.2,14824.02,0.0,,1066238.1,110792.29,109833.02,109637.04,109134.1,106128.07,104534.79,103324.87,103658.88,103658.88,105536.16,,,85,7,0,27,16,12,33763.0
masculino,RICARDO CORREA DE BARROS,1959-10-27,248605.56000000003,34114.07,35083.65,35897.1,47538.24,47361.51,22483.72,14839.35,3821.91,2615.91,4320.06,530.04,,1112052.43,111449.81,111363.0,111585.6,110962.81,111421.42,111065.11,110412.97,111435.17,110878.73,111477.81,,,82,10,2,16,11,8,33763.0
masculino,GILDENEMIR DE LIMA SOUSA,1971-11-08,316273.64999999997,21687.15,23939.17,27502.58,30200.89,41443.63,96284.55,18286.41,23625.66,20193.95,13109.66,0.0,,1111841.1400000001,111416.98,111416.98,111416.98,111416.98,111211.51,111113.67,111113.67,109524.41,111604.98,111604.98,,,74,18,14,12,21,18,33763.0
masculino,RICARDO IZAR JUNIOR,1968-08-01,318098.3,21993.12,26040.58,36284.07,34496.42,82039.32,25193.31,14757.52,10691.35,11857.99,54744.62,0.0,,1115705.86,111574.72,111565.62,111631.28,111653.59,111355.92,111556.47,111563.15,111599.55,111580.77,111624.79,,,82,10,8,10,10,9,33763.0
masculino,MANOEL ISIDORIO DE SANTANA JUNIOR,1962-07-28,122162.55,18985.98,7305.2,24819.7,17539.09,17263.62,14958.11,9351.19,6767.24,5107.26,0.0,65.16,,1099891.43,107571.53,110759.99,109535.1,109059.48,111629.57,111629.57,110968.2,109579.33,109579.33,109579.33,,,89,3,0,28,25,21,33763.0
masculino,RICARDO ZANATTA GUIDI,1977-09-28,212087.75,20891.82,27553.59,25787.02,36603.04,34612.26,34669.08,20256.07,1117.85,489.75,9491.3,615.97,,1115695.0499999998,111665.83,111665.83,111665.83,110702.58,111665.83,111665.83,111665.83,111665.83,111665.83,111665.83,,,92,0,0,27,13,11,33763.0
masculino,MARCO ANTÔNIO FELICIANO,1972-10-12,250282.69,16409.3,15313.17,26204.5,22449.14,40447.31,43250.46,33839.75,21664.84,14490.61,16213.61,0.0,,1100514.06,111368.34,104360.16,111368.34,110321.79,111368.34,109798.51,107823.56,111368.34,111368.34,111368.34,,,85,7,0,38,12,6,33763.0
masculino,FRANCISCO EURICO DA SILVA,1962-09-12,344292.98,14408.85,34580.27,34975.76,61812.66,34367.09,44384.17,39009.4,33133.99,26233.24,21210.64,176.91,,1109317.17,111617.15,111617.14,111617.12,111617.12,111617.12,111160.97,110300.06,109687.41,110073.19,110009.89,,,86,6,3,36,4,2,33763.0
masculino,JOÃO CARLOS SIQUEIRA,1967-02-28,339556.48000000004,18732.03,37477.94,36322.55,44831.86,54192.78,54866.82,25266.73,20811.94,30550.84,16502.99,0.0,,1115363.54,111635.71,111635.71,111635.71,111621.16,111599.34,111599.34,111599.34,110786.91,111599.34,111650.98,,,89,3,3,104,16,16,33763.0
masculino,PATRUS ANANIAS DE SOUZA,1952-01-26,333980.3900000001,24018.54,39827.35,54717.6,54875.05,42393.82,34520.85,28314.93,23534.46,12411.86,17816.65,1549.28,,1114717.9000000001,111471.79,111471.79,111471.79,111471.79,111471.79,111471.79,111471.79,111471.79,111471.79,111471.79,,,78,14,9,42,10,5,33763.0
masculino,PAULO EDUARDO MAESTRI BENGTSON,1974-01-06,368252.82999999996,24899.76,55324.78,58443.02,35093.13,30445.65,25398.99,50948.77,12321.28,10877.93,39272.42,25227.1,,1114366.52,111659.64,111659.64,111225.25,111659.64,111659.64,109864.15,111659.64,111659.64,111659.64,111659.64,,,74,18,0,36,45,32,33763.0
masculino,PAULO PEREIRA DA SILVA,1956-02-24,308553.28,29383.01,37602.3,44450.75,46446.53,47674.81,19088.84,19977.9,19527.49,16302.91,27225.4,873.34,,1096276.1,111343.49,107820.9,105264.15,110968.98,111659.67,110813.89,110674.85,111659.67,111659.67,104410.83,,,46,46,0,2,24,11,33763.0
masculino,PAULO ABI-ACKEL,1963-06-21,264502.84,50879.76,37955.13,38334.7,37784.96,34690.33,17048.14,19193.24,11703.0,7031.98,9800.9,80.7,,1107774.2699999998,111538.31,110817.73,111004.47,111583.13,111604.58,111647.43,111647.43,110107.3,108838.96,108984.93,,,77,15,15,5,52,52,33763.0
masculino,PAULO ROBERTO FREIRE DA COSTA,1955-02-14,202039.51999999996,28123.72,40814.59,36407.71,19783.12,41182.9,7628.08,363.7,7406.48,4265.11,16064.11,0.0,,1115080.6000000003,111508.06,111508.06,111508.06,111508.06,111508.06,111508.06,111508.06,111508.06,111508.06,111508.06,,,74,18,10,21,11,9,33763.0
masculino,PAULO VELLOSO DANTAS AZI,1963-01-14,303819.27999999997,26573.17,22575.78,39470.93,54315.35,45960.76,40677.23,23921.98,20173.45,14938.36,15158.92,53.35,,1048327.5800000002,111653.56,111653.56,111653.56,111653.56,111653.56,105448.85,111501.94,84752.91,94178.04,94178.04,,,84,8,4,40,25,22,33763.0
masculino,PAULO EDUARDO LIMA MARTINS,1981-04-20,92268.14,3945.73,11259.49,15992.6,19018.57,2707.3,8218.59,11131.25,16570.06,22.25,3129.33,272.97,,977162.47,102152.26,98860.68,99214.26,106521.83,98007.37,89495.08,89495.08,93465.44,98709.04,101241.43,,,91,1,1,25,0,0,33763.0
masculino,PAULO ROBERTO FOLETTO,1956-04-30,280631.83,0.19,51630.42,39961.07,33587.39,45223.11,39622.49,36912.19,32404.03,1290.94,,,,782783.92,0.0,0.0,7203.85,107317.7,111447.51,111550.44,111550.44,111550.44,110584.76,111578.78,,,60,10,3,27,19,14,33763.0
masculino,PAULO FERNANDO DOS SANTOS,1957-09-15,222771.27000000002,17870.27,16725.9,32875.97,39024.79,33319.95,22766.87,23531.76,13785.48,14270.34,8103.75,496.19,,1115302.3900000001,111659.67,111659.67,111659.67,111659.67,111659.67,110842.8,111182.23,111659.67,111659.67,111659.67,,,73,19,0,6,13,5,33763.0
masculino,PAULO GUSTAVO GANIME ALVES TEIXEIRA,1983-04-19,47205.350000000006,5824.49,6334.72,7106.41,11947.54,5938.04,1814.9,903.97,4.58,3.16,7327.54,0.0,,611595.71,73760.41,73760.41,63558.1,63218.02,63218.02,62690.9,48131.14,59845.03,50259.82,53153.86,,,91,1,0,42,19,18,33763.0
masculino,PEDRO AUGUSTO GEROMEL BEZERRA DE MENEZES,1980-10-11,328763.67,19734.06,28439.45,40556.3,67828.9,47398.69,35714.39,30671.96,28461.24,16759.0,10109.67,3090.01,,939350.0699999998,94142.1,93371.15,93371.15,93371.15,92962.2,102548.76,89862.58,88681.7,91617.35,99421.93,,,69,23,1,9,18,10,33763.0
masculino,LUIZ PAULO TEIXEIRA FERREIRA,1961-05-09,321190.06999999995,40466.04,38234.76,37583.2,39346.86,42509.71,25284.11,20834.46,19352.1,7832.41,48080.49,1665.93,,1116573.36,111659.8,111659.8,111659.8,111659.8,111659.8,111659.8,111659.8,111659.8,111659.8,111635.16,,,84,8,8,73,37,37,33763.0
masculino,PAULO JOSE CARLOS GUEDES,1970-10-01,325450.76999999996,50413.88,36385.16,43402.14,47827.78,41593.85,21450.49,21887.9,27132.68,21181.05,14036.67,139.17,,1111487.07,111544.43,111544.43,111501.58,111257.51,110565.25,110600.74,111071.26,110674.48,111285.05,111442.34,,,79,13,6,46,30,23,33763.0
masculino,RICARDO AUGUSTO MACHADO DA SILVA,1985-09-01,309195.04999999993,46869.46,45084.75,39767.27,27339.96,44758.85,31421.18,25575.18,20837.8,14187.11,11911.55,1441.94,,1112441.45,110579.85,110579.85,111362.96,111416.97,111416.97,111416.97,111416.97,111416.97,111416.97,111416.97,,,89,3,3,51,14,14,33763.0
masculino,PAULO ROBERTO SEVERO PIMENTA,1965-03-19,313815.81,41686.99,42323.66,49222.99,42354.53,32901.03,24113.63,31686.3,12308.5,7348.04,29691.83,178.31,,1114688.1,111354.73,111252.94,111313.04,111544.32,111544.32,111544.32,111544.32,111501.47,111544.32,111544.32,,,84,8,0,2,21,18,33763.0
masculino,Paulo Sérgio Ramos Barboza,1944-10-18,308359.52999999997,31306.73,33083.48,45488.92,41894.52,40776.21,31441.15,25189.78,21649.26,20853.85,14891.88,1783.75,,1116170.88,111560.91,111623.33,111623.33,111623.33,111623.33,111623.33,111623.33,111623.33,111623.33,111623.33,,,75,17,4,51,40,17,33763.0
masculino,RICARDO TEOBALDO CAVALCANTI,1965-10-18,352070.43000000005,75838.7,29031.88,30495.58,29669.48,37062.21,33057.3,33767.66,29421.01,26958.82,26767.79,0.0,,1112441.4500000002,111120.99,111212.54,111152.88,111465.56,111108.83,110890.32,111508.05,111481.05,111392.77,111108.46,,,67,25,16,6,19,15,33763.0
masculino,MARCOS ROBERIO RIBEIRO MONTEIRO,1970-02-15,299173.02999999997,47590.17,43538.26,54646.16,42748.76,30958.46,28787.21,13260.89,3509.26,5301.74,28832.12,0.0,,1112616.52,111586.97,111592.17,111596.36,111537.03,111479.16,111586.97,109754.31,110277.92,111586.97,111618.66,,,81,11,5,37,22,18,33763.0
masculino,ROGÉRIO CORREIA DE MOURA BAPTISTA,1958-01-11,311043.04,24911.46,32959.38,38622.31,33558.57,39922.11,30506.71,29548.85,32578.63,29736.38,17461.1,1237.54,,1115255.8499999999,111550.47,111550.47,111492.96,111586.89,111322.71,111550.47,111550.47,111550.47,111550.47,111550.47,,,88,4,4,56,12,12,33763.0
masculino,RODRIGO COELHO,1980-06-29,119207.06000000001,12678.98,21407.72,28457.5,13620.7,25418.03,7973.08,3227.19,8.21,1.82,6413.83,0.0,,1107951.8,109154.71,111314.4,111501.02,111586.72,111586.72,110156.87,109978.97,109732.04,111665.67,111274.68,,,92,0,0,81,9,4,33763.0
masculino,RODRIGO ANTONIO DE AGOSTINHO MENDONÇA,1977-12-12,243424.51999999996,37494.76,31595.53,46417.62,42559.37,55888.64,7585.9,10901.08,10003.24,1.97,976.41,0.0,,1074590.0899999999,110810.36,110810.36,110810.36,110810.36,110810.36,110810.36,102087.7,102087.7,102087.7,103464.83,,,87,5,0,89,10,5,33763.0
masculino,RODRIGO FELINTO IBARRA EPITÁCIO MAIA,1970-06-12,8507.74,8157.72,350.02,,,,,,,,,,,85453.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85453.97,,,6,4,0,0,0,0,33763.0
masculino,RODRIGO BATISTA DE CASTRO,1971-07-15,310220.14999999997,29116.39,40257.88,39793.79,42822.4,46598.49,40201.06,31887.58,7204.14,7391.07,23409.79,1537.56,,1053984.4600000002,110306.95,110306.95,110761.5,111635.37,111520.32,107830.91,100648.62,97447.42,96783.22,96743.2,,,85,7,3,19,28,24,33763.0
masculino,ROBERTO ALVES DE LUCENA,1966-04-18,344710.55,27341.46,32606.18,46347.4,61804.31,44824.77,33506.21,25809.69,16752.34,15560.73,37298.76,2858.7,,1101716.29,111550.4,111427.12,111550.39,106316.6,103862.46,110721.82,111475.46,111586.8,111586.8,111638.44,,,90,2,1,57,37,32,33763.0
masculino,BENEDITO ROBERTO ALVES FERREIRA,1960-05-27,230098.87999999998,33796.04,30363.13,35983.32,37144.68,34164.65,28065.77,19938.52,10559.32,83.45,,,,1079408.08,109132.76,107234.64,96888.0,105185.2,107935.24,107935.24,110811.59,111501.92,111501.92,111281.57,,,71,7,2,33,28,26,33763.0
masculino,ROGÉRIO MENDONÇA,1953-01-27,284933.8900000001,19071.55,19591.03,41184.63,23209.03,30598.89,32032.33,30699.45,29926.43,38113.63,18450.4,2056.52,,1100712.56,109169.18,108681.15,110025.02,111462.3,110179.58,109656.3,110879.89,109964.15,110926.7,109768.29,,,84,8,3,46,5,3,33763.0
masculino,VALDIR LUIZ ROSSONI,1952-11-23,175496.02,38434.25,41023.76,24376.55,39059.07,29171.19,2729.46,701.74,0.0,,,,,1081591.49,104548.41,95995.0,105599.4,106533.93,111453.14,111617.11,111593.8,111416.9,111416.9,111416.9,,,42,19,13,0,1,1,33763.0
masculino,RONALDO MANCHADO MARTINS,1978-01-21,124053.44,33317.39,30426.34,21309.71,39000.0,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,11,4,4,0,0,0,33763.0
masculino,RUBENS BUENO,1948-05-23,272063.57,8067.94,32116.2,31184.36,37095.34,57749.32,33151.06,34635.51,8556.44,14706.88,7256.76,7543.76,,1095692.9400000002,111253.23,111253.23,106987.97,108825.69,110646.65,110646.65,110646.65,109798.8,106891.9,108742.17,,,91,1,1,65,6,6,33763.0
masculino,RONALDO CARLETTO,1960-01-05,276954.35,39853.86,37423.24,50559.78,35321.41,45779.44,16673.29,17006.88,22617.74,7609.31,2915.68,1193.72,,1113060.9799999997,111586.93,111586.93,111586.93,111586.93,111586.93,111586.93,111586.93,111586.93,111586.93,108778.61,,,88,4,0,5,19,16,33763.0
masculino,RUBENS PEREIRA E SILVA JUNIOR,1984-03-18,379416.30000000005,33232.76,43788.65,49953.73,46779.13,45113.71,44355.44,12257.09,27387.79,27391.12,28973.9,20182.98,,1112962.7399999998,111380.59,110819.94,111380.59,111365.22,111194.31,111380.59,111099.21,111380.59,111393.12,111568.58,,,92,0,0,35,16,16,33763.0
masculino,RUBENS OTONI GOMIDE,1956-02-06,307709.07999999996,32770.27,38194.47,41561.05,46402.99,41744.76,29613.6,32364.01,12903.41,6861.72,25089.3,203.5,,1113548.29,111544.41,111544.41,111544.41,111544.41,111501.56,111004.56,111429.17,111429.17,111429.17,110577.02,,,75,17,12,11,21,19,33763.0
masculino,RUI GOETHE DA COSTA FALCÃO,1943-11-26,311086.64999999997,34561.93,52337.32,42161.06,44047.45,41707.8,30798.56,25457.29,16247.47,11762.34,11692.7,312.73,,1111143.2100000002,111162.3,111162.3,111162.3,111162.3,110682.51,111162.3,111162.3,111162.3,111162.3,111162.3,,,87,5,5,46,9,9,33763.0
masculino,RUY MANUEL CARNEIRO BARBOSA DE ACA BELCHIOR,1970-08-17,302640.33999999997,20866.77,42973.86,57877.87,42187.85,35887.63,21876.48,14050.68,4363.86,559.91,61674.63,320.8,,1113165.15,111550.47,111395.79,111180.85,111301.37,111550.47,111320.37,110214.42,111550.47,111550.47,111550.47,,,79,13,1,17,17,8,33763.0
masculino,JOSÉ SILVA SOARES,1963-05-11,272952.5,13589.72,23281.74,58030.74,45654.35,51011.56,24752.96,20633.31,16662.24,7130.92,12197.76,7.2,,1088859.17,108014.11,108014.11,107883.21,103238.92,108831.65,109953.6,109039.66,111653.63,111653.63,110576.65,,,81,11,7,46,48,42,33763.0
masculino,WOLNEY QUEIROZ MACIEL,1972-12-12,283872.70999999996,15044.01,25762.61,38421.71,30994.45,66224.67,21880.28,15898.6,18340.68,27414.61,23755.87,135.22,,1115321.9999999998,111532.2,111532.2,111532.2,111532.2,111532.2,111532.2,111532.2,111532.2,111532.2,111532.2,,,82,10,0,2,38,33,33763.0
masculino,SANDRO ALEX CRUZ DE OLIVEIRA,1972-11-25,180454.36999999997,31017.32,47899.43,24298.17,37183.26,10998.8,4916.86,23515.41,625.12,,,,,637942.05,0.0,0.0,0.0,69926.13,87036.26,87826.98,94352.24,97459.5,97459.5,103881.44,,,65,3,3,35,13,13,33763.0
masculino,SAMUEL MOREIRA DA SILVA JUNIOR,1963-02-09,287354.49999999994,18924.07,25557.73,40933.34,50610.63,38706.58,35099.02,21805.45,22925.53,9773.25,22973.66,45.24,,1071296.5799999998,110903.38,104766.87,107428.02,108475.26,109925.19,106920.4,110435.32,105277.21,100395.58,106769.35,,,88,4,0,45,5,2,33763.0
